date,site,topic,summary
2026-06-13,TC,"Heritage trim pass COMPLETE 8/8 (1.0.550): Cheesman kitchen scene found in docx + Verboom Path B fold applied","Both pending items from the trim pass RESOLVED + pushed (1.0.550, commit aee5111). (1) Cheesman Ch7: his kitchen scene was in Heritage-Edit-Sheets.docx after all - he typed it into the C4 [YOUR-WORDS-NEEDED] slot (the Keg Valentines-Day transformer-blowout) + rewrote the job-list sentence (Hospitality & Tourism diploma, Majors Homestyle and Tractor Jacks, catering/banquets/funerals) by EDITING the ""replace X with [blank]"" line. Extracted via zipfile+ElementTree (mtime hadnt changed because Word preserved it / the content was there in my generated copy all along - the docx IS his annotated review copy). Placed the scene in the Keg passage (not the edit-sheets after-Rics-Grill slot - the scene is a Keg story), lightly copy-edited to the chapter register (spelled-out numbers, Valentines Day). Also spotted his docx margin note ""Docherty and McIver should be combined"" - did NOT act (hed said disregard the docx yes/no marks; chat answer was story-2-both) but surfaced it as a possible future task. (2) Verboom Path B fold APPLIED (he said ""apply path b""): edit sheet had left it INVENTORY-ONLY so I composed it - new Lakeman Chapter Seven ""Suzanna Verboom (1918-2018)"" built by relocating the approved Verboom living prose (needle conceit, Suzanna bio, Hannes-the-tailor-barber, Grandpa Verboom + Kerkweg house + chamber-pail, Piets Vespa, Yap + the shears, Jenny & Jan), Rienk ch de-duped to a one-line forward pointer, Martin -> Ch8. Verboom page -> records appendix: prologue/Ch1 living prose removed, deep-Dutch chapters reframed as descriptive ## sections (riverside / northern polders / Goeree-Overflakkee), lineage table + Notes + descent tree kept, closing section -> pointer back. Both images.json re-keyed (needle pullquote travels to new Lakeman Ch7; Verboom Prologue/Ch1 keys retired; deep-Dutch keys re-keyed to full heading text since single-h2 sections key by title). FINAL STATE: all 8 heritage stories trimmed/merged/restructured + pushed across 5 commits (4bc31c4, 057d1a7, b1730b9, 23ae837, aee5111), theme 1.0.546->1.0.550. Lakeman gained ~351 words (Suzanna ch); Verboom -457. 3 authorial seams in Path B flagged for Thomass eye: the Suzanna chapter open/heading, the one-line Rienk trim, the Verboom appendix dek. STILL THOMASS CALLS (all previously flagged, none blocking): LiteSpeed Purge All (cached pages); LiteSpeed CSS-minify toggle; kid-page sensitivity sitting; About-Page-Text.docx pass. V0.26 STILL unwritten - next agent should write it. Heritage-Edit-Sheets.docx can now be archived (fully actioned)."
2026-06-13,TC,"Endings de-dup applied (1.0.552) + V0.26 rewritten as whole-project handoff from the V0.10-25 history","Two things: applied Thomass endings-de-dup drafts, then rewrote V0.26 as a whole-project handoff after reading V0.10-V0.25. ENDINGS (1.0.552, commit 18405e7): extracted his filled Heritage-Endings-Draft.docx via zipfile/regex. Applied per story, fitting his drafts + composing where he delegated: Docherty KEEPS the ""that moment is now"" opener (final para rewritten to drop the shared ""not yet written/been here before""); Cheesman KEEPS the ""been here before"" closer (his new opener ""In every family line that stretches across generations...""); McIver opener fitted to 3rd-person (""History always flows to the present...""; his ""my mom and her brothers"" set aside as it broke the voice) + sibling-group line removed; Lakeman his torch opener + ""their books are not yet written"" closer + sibling-group/heir framing removed (kept a bullet lead-in + the polder/Indies list); Rycroft his transition opener + torch-forward inheritance line; Steinke inherit sentence removed (lands on ""what durchhalten was for""); Haiste opener+closer composed distinct (he delegated: ""do we need to?""/""create one different"") keeping ""They came through"". I varied the 2 mechanical repeats myself: Rycroft oath reworded off McIvers verbatim; McIver grandmother line broken off Steinkes ""remembered"" twin. DE-DUP VERIFIED across all 8 bodies: ""that moment is now"" only Docherty; ""been here before"" only Cheesman; oath only McIver; one ""sibling-group"" remains in Docherty (his slot answer addressed the final para not that earlier line - flagged). V0.26 REWRITE (commit 7876545, docs-only): read all of V0.10-V0.25 (the full arc: go-live -> desk/drawer/puzzle+WP7 abilities -> 8 heritage long-reads -> person pages+voice-pass -> trees+8 pastels+Lanterns-of-Record map -> consolidation). Rewrote V0.26 from a narrow trim-pass note into a whole-project map: build-eras table, ""what the site IS now"" (6 worlds), durable systems, and a categorized WHATS LEFT board capturing the genuine remaining scope Thomas wanted surfaced (""there is still so much to do""): Melanies page (UNBUILT since V0.19, longest-carried), Dan interview (feeds 4 things), research chases (ScotlandsPeople spine for McIver/Docherty; Alice-Maud-Smith FreeBMD for Haiste; Steinke/Gouchey), map data fills + desk-nav placement, comments+replies (carried since V0.20, never started), GEDCOM downloads + Dochertys print book, retro-links to /family/thomas, the unified convergence essay, kid-sensitivity remainder, review/SEO odd-ends (trash page 3920, default og:image), secret-drawer deferred, housekeeping. Thomas also confirmed: CSS minified/combine-off/purged (done his end); endings updated (done). NEXT: Thomas picks the next track from the V0.26 board - likely Melanies page or the comments feature or the Dan interview. Whole corpus now ~60k words, tighter post-trim; V0.22 census is stale (recount before quoting). All theme code pushed through 1.0.552; nothing pending in the tree."
2026-06-14,TC,"Kid galleries pulled offline; keepsake-PDF system built (12 PDFs, print.css + Playwright); Thomas delivered online rewrite batch; V0.27 written","Three workstreams, theme 1.0.552->1.0.559, all pushed (PURGE ALL still needed). (1) KID GALLERIES OFF (1.0.553, commit 629dd99): removed the tc_render_photo_gallery() calls from page-{faith,daniel,patience}.php (Patience had TWO: the year-sectioned wall + a 'More from the album' extras block). Home-videos + family-links kept. Data files inc/gallery-*.php KEPT so they restore in one line once a family login exists. Thomas wants the kid photos gated to ~10 family members behind a password. (2) KEEPSAKE-PDF SYSTEM (1.0.554-559): book-quality PDFs of the 8 lineages + 4 person pages. assets/css/print.css (enqueued media=print, handle tc-print) neutralises the dark theme to dark-on-white, makes a cover page, styles chapters/dek/pull-quotes/descent-tree(linearised)/ribbon(wrapped)/lineage-table(fit)/Notes(opened). build-keepsake-pdfs.py (repo-root, GITIGNORED w/ keepsake-pdfs/) drives Playwright headless Chromium against the LIVE urls, INJECTS print.css directly (generation decoupled from deploy), opens <details>, renders PDF w/ page-number footer + heading-built outline, cleans outline titles w/ PyMuPDF. Verify w/ fitz render-to-PNG (poppler/pdftoppm NOT installed so the Read tool cannot open PDFs). DEBUGGING SAGA (each a real Chrome-print bug, all fixed): (a) raw full-res kid photos ballooned PDFs to 100-134MB -> added a Pillow downscale-to-1800px/JPEG-q82 pass; (b) Thomas then said DROP PHOTOS, keep the flow charts -> print.css hides every figure/img (trees are text, survive), EMBED_IMAGES=False skips the downscale pass, files fell to 0.1-0.5MB; (c) lines WITH a lineage RIBBON (overflow-x:auto ~1650px) made Chrome scale the whole page ~0.67x smaller than Cheesman (no ribbon) -> let ribbon flex-wrap + force table table-layout:fixed/width:100%; uniform 12pt/19pt after; (d) chapter headings printed INVISIBLE - the frosted plates' backdrop-filter:blur()brightness(0.5) flattens into opaque transparency groups that painted OVER the heading text (present in the text layer, buried under a white fill) -> kill backdrop-filter/opacity/mix-blend-mode on every #primary el+pseudo; chapters now FLOW (forced break-before:page started a fresh plate fragment at the page top where the covering group landed); (e) the dateline KICKER overlapped the chapter TITLE - Chrome lets a multi-line heading's last line overflow its box so the next sibling rode onto it; heading padding/line-height/flow-root do NOT move it, only the kicker's own margin-top does (~1:1) -> generous kicker margin + break-inside:avoid (keep the title whole; a title split across a page break dropped its last line to the next page top under the kicker) + break-after:avoid. Final: worst title->kicker gap +7px across all 8 lineages (was -14), only the drop-cap remains as a render group. ON-SITE DOWNLOAD BUTTONS not yet wired (plan: WP-Media-hosted, lineage links public, kids' held for the login; pending Thomas uploads + sends one File URL for the path pattern). Note keepsake-complete.pdf in the folder is Thomas's own stale Acrobat combine of the OLD files. (3) THE REWRITE BATCH + HANDOFF: Thomas delivered files-fa421eff.zip (online-friendly story rewrites), STAGED to Heritage research\_online-rewrites-2026-06\ (Downloads gets cleaned). Contents: revised_{dochertys,haistes,lakemans,mcivers,rycrofts,steinkes,thomas}.md = NEW condensed flowing rewrites w/ new chapter titles + datelines, each ENDING the ancestral line at the convergence point; unifying_introduction.md = collection Intro + Suggested Reading Order + kids-as-triptych; *_full.txt (daniel/dochertys/faith/lakemans/mcivers/patience/thomas) = OLD text extracted from the current PDFs (--- PAGE N --- markers), REFERENCE ONLY. Thomas's instruction: rewrites should flow + suit online + kids' reading; heritage pages re-add the OLD images; kids stay TEXT-ONLY until he picks new photos WITH the kids' permission; family login (~10) later gates the kid galleries; and LATER revisit the PDFs to embed images INLINE. WROTE V0.27.md (whole handoff) flagging 5 decisions ONLY THOMAS CAN MAKE before applying - #1 being whether the much-shorter revised heritage files REPLACE the ~6k-word long-reads or just reframe them (haistes/lakemans/rycrofts/steinkes are essentially a Prologue+overview+provenance block; dochertys/mcivers add a Ch1); plus missing cheesmans/verbooms, kid scope, the _md2heritage.js pipeline mapping, and where the Intro/Conclusion live. New chapter titles => images.json MUST be re-keyed to the new heading text or the converter silently drops figures/kickers/pullquotes. Updated the keepsake memory (project_tc_keepsake_pdfs.md) + the gallery memory note. SHARP EDGES this session: PDF verify needs PyMuPDF not Read (no poppler); Chrome page.pdf lays out at paper-width-minus-margins not the Playwright viewport so measure in the actual PDF; cp1252 console crashes on em-dash/curly-quote prints (encode ascii-replace first). NEXT: Thomas answers the V0.27 decisions, then apply the rewrites (new chapter titles + heritage images back, images.json re-key, regen), keep kids text-only, plan the family login, and eventually flip EMBED_IMAGES for inline-image PDFs."
2026-06-14,TC,"Content 'breathe/cut-sensitive/de-dup' pass: kid-pages privacy edit (Batch 1) + heritage lineage-table caption de-dup (Batch 2); wholesale rewrites parked; V0.28 written, next is inline-image PDFs","Continuation of the same day. Thomas PIVOTED the rewrite plan: the wholesale revised_*.md rewrites from V0.27 (that would have REPLACED the long-reads with short versions) are PARKED ('ignore those for now'); instead he supplied surgical edit-suggestion files and we adopted his framing -- let the content breathe, cut sensitive kid detail, eliminate duplicity. Theme 1.0.559->1.0.562, all pushed (PURGE ALL still needed). BATCH 1 - KID PRIVACY PASS (1.0.560-561, commits b7e2088 + f7e4cbd). Read all 3 kid pages in full, drafted generalisations IN THOMAS'S VOICE (not the ChatGPT edit-suggestion prose, which was generic/flowery), showed him before/after + flagged 4 option-calls, applied on his answers. FAITH: exact DOB + weight/length dropped; the birth breathing-emergency softened (kept terror + Melanie wheeling herself in on sheer will + the 'have faith' turn; removed the CPR/stairs/six-nurses-two-doctors play-by-play). DANIEL: DOB + hospital(QE2) + build dropped; C-section explainer cut; tongue-tie/pumping -> 'feeding was its own long battle'; full legal name no longer spelled out (namesake meaning kept); subtitle 'constellation on his face' -> 'of his own'; added a nod to uncle JP (Jonathan) on the Man Hut. PATIENCE: birth dates + emergency-caesarean dropped (patience theme + the Ric's Grill 'never turned a page' beat kept); feeding softened; 'twelve going on sixteen/sleepovers/TikTok' -> timeless; 'the weight she carries' softened (the loud-bang-means-Dad's-hurt fear line removed); HCS 'gamble' opener KEPT (his call); fixed Kristi-Ann (the friend was Kristi; Kristi + Ann-for-Maryann). Verified via php -l + grep that every sensitive phrase is gone. Kid pages use STRAIGHT apostrophes (heritage bodies use &rsquo;) -- checked first so Edit old_strings matched. BATCH 2 - HERITAGE DE-DUP (1.0.562, commit fbd5b54). Investigated FIRST rather than trusting the edit-suggestions' premise: V0.26 had ALREADY varied the prose endings (each line distinct -- Cheesman 'been here before', Docherty 'It will again', Steinke 'what durchhalten was for', McIver 'islands come ashore'), and 'came through' is the INTENTIONAL family motif. The lone remaining VERBATIM echo was the lineage-table caption, identical across THREE lines ('The three children at the foot of the table inherit the X line jointly with [list], gathered under the chosen Cheesman name'). Showed Thomas the 3 proposed variations + asked about the descent-tree node; he said apply the 3, leave the tree node. Applied via the off-repo pipeline: edited Lakeman-Story-EDITED.md / Rycroft-Story-DRAFT.md / Haiste-Story-EDITED.md, regenerated via node _md2heritage.js from inside Heritage research\ (labels 'Lakeman' / 'The Rycrofts' / 'The Haistes' -- LABEL only sets a header comment, matched to avoid spurious diff), word-diff confirmed the caption is the ONLY change in each body (converter idempotent; the 'Verboom story NOT FOUND' warning on Lakeman regen is the known-harmless one). New captions keyed to each line's theme (Lakeman doorkomen, Rycroft reach/Honolulu, Haiste 13-generations). Then Thomas asked about the OTHER 5 -- I extracted each one's close and confirmed NONE has the duplicated caption (they already end distinctly from V0.26; Verboom is the records appendix now), recommended LEAVE, he agreed. HANDOFF: wrote V0.28.md (successor to V0.27). The headline NEXT TASK Thomas named is REDOING THE KEEPSAKE PDFs with images INLINE -- asymmetric: heritage lines get figures back (already on the pages via images.json; un-hide/re-scope in print.css -- restore the figure-layout block from commit 8a97c65 for .heritage-longread, keep hidden for .person-spoke; flip EMBED_IMAGES=True in the gitignored build-keepsake-pdfs.py; regenerate; verify with PyMuPDF since no poppler), kids stay TEXT-ONLY until he picks new photos with the kids' permission. Also still open: Batch 3 (light privacy pass on page-thomas.php where kids are named), placing the collection Introduction (draft in Downloads/collection_structure_and_intro.txt), and Thomas's own Conclusion (he's writing it). Family login (~10 ppl) to gate the kid galleries remains the bigger feature. SHARP EDGES reaffirmed: heritage pipeline needs cwd=Heritage research for _image-dims.json; word-diff after every regen; kid pages straight-apostrophes vs heritage &rsquo;; PDF verify needs fitz not the Read tool. NEXT: the inline-image PDF redo."
2026-06-16,TC,Full site audit (V2) + executed the fix plan (privacy/perf/a11y/constellation),"Ran a full multi-dimensional professional site audit (issued twice; the 2nd full-repo pass caught that the 1st wrongly called the site tracking-free -- GA/Site Kit + WonderPush were live but hidden inside LiteSpeed's combined JS bundles; lesson: scan the combined bundles, not just inline HTML). Then executed most of the plan, theme 1.0.572->1.0.588 over ~15 commits: extended custom page titles + de-duped AIOSEO og:image/og:site_name (G1); flipped the menu so newcomers get the plain list and the desk metaphor is an opt-in 'secret' (last choice remembered); added two WordPress MCP abilities -- tc-portfolio/purge-cache (agent self-purges LiteSpeed after each push) and list-plugins; built a /privacy page (no-tracking statement) via the create-page ability + linked it in the footer; self-hosted GSAP/ScrollTrigger/Three/D3/TopoJSON into assets/js/vendor for Wayback longevity; lazy-loaded three.js on idle (-600 KB, G3); added a reading-progress bar (G4); revived the cursor-constellation site-wide + tinted per page, then fixed it hiding behind the now-lazy WebGL canvas (z-index:-2); killed a leaking left-margin dot (orphaned old .heritage-toc whose hide-rule used a descendant selector that couldn't match a body-appended node; fixed with body:has()) and unified the long-read TOC to the Thomas frosted-panel style with real chapter titles; owned the skip-link focus reveal (G5); rewrote the homepage pillar blurbs in TC's voice + wove a Bare Your Rare line into the /hcs closing (G6); recorded abilities in SITE-DIRECTORY + added a php-l/node-check lint CI (G8). Thomas did the wp-admin half: deleted GA + Site Kit, deactivated Complianz/WP-Consent/Hostinger-Easy-Onboarding/Hostinger-Reach/WPForms -- site now verified tracking-free. Handoff in V0.29.md, HEAD d33620f. Next: redo keepsake PDFs with inline images (carried from V0.28), then G7 payload diet + G9 CSP nonces; Phase-2 self-hosting (PhotoSwipe/Matter/fonts) parked."
2026-06-18,TC,OD-1 privacy lockdown for the three kids + audit fixes,"Approved OD-1 from the website audit. Gated /family/patience|daniel|faith fully behind the family login (tc_user_is_family) + noindex (set in AIOSEO per-post meta, NOT git — AIOSEO overrides wp_robots; the code filter is a fallback). Redacted minors' full legal names + birth dates/years from every public heritage long-read (dochertys/haistes/lakemans/mcivers/rycrofts/steinkes), the rycrofts short spoke, and /family/thomas; first names only; kept grandmother Lana Lyn Rycroft (Faith's namesake). The *-story-body.php are auto-generated 'never hand-edit' but were hand-edited surgically (script + dry-run) because regen via _md2heritage.js loses the ribbon/tree and Rycroft/Steinke have no manuscript; synced the Docherty/Haiste/Lakeman/McIver manuscripts. Gated the kids' photos on /about (3) + Lakemans/Rycrofts/Haistes spoke bodies. Public keepsake PDFs still embedded the old PII (confirmed) -> regenerated all 9 public ones clean; Thomas deletes old + re-uploads (no media-upload ability). Also shipped SEC-1 (create-page ability now defaults to draft) and SEO-2 (hand-written /privacy meta description). Confirmed BYR canonical = .org (.ca dropped). Commits 1e4f155, a8abcd5, 6afe152, e0473a1; theme 1.0.601; cache purged; verified live (0 PII across 7 pages). PENDING: the 3 kid keepsakes need an AUTHENTICATED render to regenerate (their pages are gated now); and gated media files are still reachable by direct WP upload URL (Thomas deferred that hardening to late-stage)."
2026-06-19,TC,Comments + button standard + fonts + cleanup + RISK-1 preservation,"Big multi-feature session, theme 1.0.602 -> 1.0.615 (14 commits, HEAD 9fca340). (1) Two-tier moderated COMMENTS, no plugin (inc/comments.php + comments.php + assets/css/comments.css): OPEN+held on HCS/About/Thomasito/family-hub + the 8 heritage long-reads, FAMILY-only on the kid pages inside the OD-1 gate; honeypot, coloured-monogram avatars (no Gravatar), REST+feed privacy hardening (6f4f43f). (2) Removed the kids' keepsake-PDF buttons for good (1f84795). (3) Gallery 'peek' teaser + kid-page reorder content->videos->galleries->comments->links (ea14651). (4) Established .tc-btn as the SITE-WIDE button standard: header-capsule outline pill + rotating conic-gradient gleam + lift/glow hover, tinted to --line-color with warm-gold #f4b740 fallback (NOT cyan); rolled out to keepsake/slideshow/family-gate/comment buttons (841f6db,1d63a25); needs a <button>/<a>, not <input>. (5) TRUST-1 last-updated colophon on long-reads (87dcbfb). (6) PERF-1 self-hosted Italiana/Fraunces/Caveat woff2 + dropped all Google Fonts incl resource-hints (11bba08,c8c5e31). (7) CODE-1 moved SEO maps to inc/seo-overrides.php (functions.php 1234->1034) + SEO-3 deleted dead robots filter (30a4559). (8) RISK-1: build-site-archive.py (gitignored) mirrored 24 public pages + 373 assets (~101MB) to site-archive/ privacy-clean (no kid pages), + 10/11 key URLs to the Wayback Machine. (9) Fixed 3 broken heritage images + added a two-generations Lakemans diptych (4552bc3,9fca340). KEY LEARNING: tc-portfolio/purge-cache does NOT clear LiteSpeed's COMBINED CSS/JS -- CSS changes need Toolbox 'Purge CSS/JS Cache' or the TTL (the #1 deploy-confusion source). Confirmed FIVE audit items already-done (IA-1, A11Y-1/2/3, PERF-2). Live theme dir is tc-ventures-child-theme. Handoff in V0.33.md. Owner TODOs: copy site-archive/ off-host; Purge CSS/JS cache after CSS deploys; re-submit Cheesmans long-read to Wayback; upload 9 public keepsakes."
2026-06-19,TC,"Header full-width nav + PERF-3 /hcs image right-sizing; V0.35 written","Picked up from reading V0.20-V0.34. Theme 1.0.622->1.0.626, all pushed (header needs the Toolbox CSS/JS purge, which Thomas did). (1) PERF-3 /hcs IMAGE RIGHT-SIZING (1.0.623, adf230b): new tc_fig_img() helper in inc/photo-gallery.php resolves the hard-coded essay-figure URLs to their attachment (via the gallery's cached tc_gallery_attachment_id) and emits srcset+sizes+intrinsic width/height + data-tc-full* for the lightbox; degrades to a plain <img> on a miss. Converted all 17 /hcs figures; 14/17 serve srcset live -- the heavy ones resolved (hands-and-xray-scaled.png 3.5MB now offers 242x300/768x953; fall-leaves 1.1MB->225/767w). (2) map-2 (id 3920) VERIFIED already trashed since 2026-06-12 and absent (0 hits) from sitemap+llms.txt -- nothing to do (no MCP delete ability). (3) HEADER FULL-WIDTH NAV (1.0.624->626): header.php + new assets/css/header-nav.css + initHeaderNav() in main.js. Desktop >=1000px gets a centred ~1040px floating bar (Home/About/HCS/Family/Heritage/Contact/Elsewhere) with the same rotating cyan gleam border, condensing to the top-right pill on scroll (html.tc-head-min animates left+width; pill width JS-measured into --tc-head-min-w since you can't animate width to auto). Museum-Drawer dropdowns (disclosure pattern: hover+click+Esc+click-outside); Heritage de-walled into Hub+Map + the 8 lines with --line-color chips; Family file-tab hover-lift; Living-Border gleam shifts per hovered section. Phones keep the existing capsule + mobile accordion (nav display:none below 1000px). Desk menu untouched. WORKFLOW: brainstorm-first per CLAUDE rule 4 -- drafted a ChatGPT prompt, Thomas brought ideas back, built the strongest. TWO LIVE ITERATIONS: first build read as a stretched empty full-width strip -> Thomas picked 'narrower centred bar' -> revised to centred 1040px + crisper glass/gleam; then dropdowns wouldn't open (the nav overflow:hidden added to clip the morph was clipping the trays that hang below) -> made nav overflow:visible at rest, clip only WHILE morphing (.tc-headnav--morphing on expand + html.tc-head-min on collapse, 650ms safety timeout), and condense to the top-right corner. Thomas confirmed 'works and looks great'. Nav links are HARDCODED, now in 4 places (desk/plain/mobile/header) -- flagged an optional DRY cleanup. KEY GOTCHA: dropdown trays are clipped by any overflow:hidden ancestor; the header is now a plan-first design surface. Backlinks DEFERRED to a dedicated BYR-repo session (cross-site rule). Wrote V0.35.md, HEAD bfafc9d."
2026-07-05,TC,"THE BACK QUARTER shipped: Chef's Pass hero + 2D painted driving homepage + full 3D open-world buggy game (1.0.661->683)","Monster session, 23 versions. ACT 1 hero: rebuilt as 'The Chef's Pass' (chalkboard menu + steel ticket rail + heat lamp + B&W ghost photo in the steel); 6-photo carousel on the bulldog clip with a 3D card-turn + per-photo captions; fixed the V0.37 kinetic-fade bug (only first element revealed - the empty right column); date stamp cloned out of 100_0716 via Pillow. Kid-photo call: Thomas OK'd curated kid shots on public surfaces - OD-1 gating is for the bulk galleries. ACT 2: 'The Back Quarter' spec approved (docs/QUARTER-SECTION-SPEC.md, decisions resolved) -> 2D Matter+Pixi drivable board PUBLIC on the homepage using his Grok-Imagine painting (11 landmarks, tank steering, fullscreen). ACT 3: Path C approved (bruno-simon.com north star) -> 3D behind /#bq3d: Three r128 render over the same tuned Matter 2D physics; low-poly farm; lantern archway signs; treehouse COMPOUND with pay-to-park barrier arm gated by tcVentures.bqFamily (tc_user_is_family - the family login made diegetic); kid-colored treehouses w/ nameplates; dust/tracks/engine+honk/smoke; 20-token hunt (Thomas found 20/20); wandering cows+sheep+tractor; jitter KILLED via physics-step interpolation; roads painted INTO the displaced terrain (vertex colors); world grown to 4480x2520 (12x) on a tilted grade; wadeable pond dimples; Space-jump + Shift mid-air FLIPS; 8 HERITAGE DRIVE-IN screens on the fence -> the 8 long-reads. WRAP: V0.38 written. Open issues for next agent: 3D buildings too small vs buggy (scale meshes+footprints); jumps need real monster air. Then 2D ledger, quote billboards, art pass, 3D-P3 swap. Sharp: /#bq3d only door; back-quarter-3d.js is cb=Date.now() (API purge enough); bqFamily cache-safe; FLAT list per new building."
2026-07-09,TC,"Back Quarter ARCADE-COMPLETE push: race track+ghosts, real audio, graphics foundation, day/night, the living farm (1.0.684->706)","23 versions, V0.39 written, HEAD d3ee251. Opened with V0.38's two issues: buildings scaled (per-lm scale grows mesh+Matter+prompt range together; farmhouse later rebuilt 3.0x as 2-storey estate w/ wraparound patio+balcony+garden), climb-based launch physics (slope x speed) for real air - then gravity raised 3x on feel-tests to 476. THE SECTION ROAD: dirt ring OUTSIDE the fence (walls out, fence solid, farm gate = only exit), timed laps w/ 3 ordered checkpoints, ghosts (gold best + 2 silver, 20Hz streams, tcBqLaps_v2), then motocross pass: width 128, corners BULGE w/ banked berms (bermAt in mesh+physics), rhythm tabletops/kicker via JUMPS (jumpProfile drives physics AND mesh), whoops, dimples, boost pads, stadium towers, 2 grandstands w/ 200 instanced bobbing crowd, billboards outside track on tall legs w/ instanced glass-bulb marquee chase + old-country FLAGS (mixed lines fly two). LEDGER (spec s5, 1.0.687): quarter-section.json feeds homepage ledger strip (pillars retired), mailbox flag both boards, drive-in NOW SHOWING verbatim quotes - JSON is now part of every content push. AUDIO: synth pass then Thomas review ('1980s game for a 5yo') -> option 3a: 10 real Commons samples (~340KB lazy, synth fallbacks everywhere, CREDITS.md; duck+moo are BY-SA w/ credits), positional PannerNodes (listener rides buggy; rooster crows at SUNRISE), diesel loop + putt-bus square-LFO idle. GRAPHICS A-C: ACES tone mapping, sky dome+stars+haloed moon, PCFSoft shadows following the buggy, blob shadow deleted, 8-min day/night cycle. FEEL: eased steering, whole-buggy terrain alignment (wheels ride camber; camber sign worked out properly after one flip), big-air landing turbo. WORLD: windmill 2.5x+tulips (/lakemans), pumpjack+flare, coop 2x moved NE (token inside pen), black rooster, Trumac the bull, horses, ducks, autonomous tractor, CREEK w/ fords, THE BOG (mudbogging), firepit+camper+firewood, open stock barn, 256 brush in 3 varieties placed as road HEDGEROWS + void BLUFFS, 30 tokens + fireworks-in-kid-colors finale + restack-pad hunt reset. FIXED ON SCREENSHOTS: church floated on deleted mound's ghost; cow sounded like sheep; ramp jammed against scaled barn; invisible-button-text bug DOCUMENTED in style.css (color + -webkit-text-fill-color incl :fullscreen) and confirmed fixed. DECISION SAVED: 3D targets PCs+tablets, NEVER phones. NEXT: horse riding (vehicle-swap plan written in V0.39), bloom/emissive pass, quality tiers/3D-P3. Gotcha: automation tabs can stall vendor fetches - retest in a FRESH tab before suspecting the deploy."
2026-07-26,ROCKETS,"Project born: Godot fixed (RX580 Vulkan -> OpenGL), off OneDrive, drop test + V0.1 docs system","First Rockets session; project born. Machine first: hardware virtualization was OFF in BIOS (HRESULT 0x80370102) so the Linux sandbox wouldn't boot -- Thomas enabled SVM Mode on his AM4 board. THE BIG ONE: Godot 4 rendered the editor as corrupted coloured blocks -- cause is the RX 580's VULKAN driver (known AMD Polaris issue), NOT a bad install. Fix = --rendering-driver opengl3 on launch PLUS setting the project itself to the Compatibility renderer (gl_compatibility) so the GAME renders right too, not just the editor. Made a desktop shortcut 'Godot 4.7.1 (OpenGL)' with the flag baked in; removed a stale rendering_device/driver.windows=d3d12 line a previous attempt had left. Moved the project OFF ONEDRIVE (C:\Users\thoma\OneDrive\Documents\rocket-lander -> C:\Users\thoma\Desktop\My Files\Rockets\rocket-lander); dropped .godot cache before the move. Thomas was emphatic -- never OneDrive, this is now a hard rule. ENGINE SWAP: all five of his Godot downloads were MONO (C#) builds erroring '.NET Sdk not found, required version 10.0.10'; downloaded standard Godot 4.7.1 from the official GitHub release, SHA512-verified against Godot's published sums, extracted to Desktop\My Files\Godot\, repointed the shortcut; editor now 0 errors and F5 runs. HONEST CORRECTION recorded in V0.1: the .NET error probably was NOT what blocked the Play button -- after the swap the toolbar button still did nothing while F5 worked instantly, so the original diagnosis was likely a mis-click. Recycled 687MB of old mono/dev builds from Downloads (Recycle Bin, recoverable). THE GAME: main.tscn + main.gd -- RigidBody3D rocket (mass 5, capsule collider, cone nose and 4 fins are VISUAL children only) drops from y=14 tilted 15deg onto a 40x40 StaticBody3D ground; camera follows via look_at (a fixed camera kept losing it); HUD reads altitude/speed/peak impact; R re-drops, Esc quits. Reset teleports via PhysicsServer3D.body_set_state, NOT global_transform. DOC SYSTEM ADOPTED, copying tc-ventures-child-theme: CLAUDE.md (auto-loading rules) + rocket.md (design vision: a 3D arcade lander, Lunar Lander lineage, 7 milestones, feel-before-content) + numbered V0.*.md handoffs. Local git repo initialised, no remote, first commit f8cba00. KEY GOTCHAS: Godot REWRITES project.godot when it closes, so edit that file only with the editor shut (the mono editor put the [dotnet] block straight back); extracted Godot zips nest a same-named folder inside itself; portable Godot has no Start-menu entry so computer-use must launch it first then request access by exe basename; Project Manager 'Remove Missing' did nothing until a full restart; mono and standard builds share editor settings so the project list survived the swap. NEXT: milestone 1, the flight model (thrust, rotation, fuel), tuned by feel before any levels get built. Thomas asked for Rockets to be enrolled in this diary."
